여러분은 평소 체력 관리를 위해 어떤 활동을 하고 계신가요? 모두 선택해주세요.,,,,,,
구분,고유번호,성별,나이,지역,설문일시,문항1
LG,w22840160077302,남,1968년 04월 01일 (만 57 세),인천,2025-01-06 13:32,10
LG,w15589072392201,여,1987년 10월 18일 (만 38 세),전북,2025-01-06 20:03,4
LG,w66735818476888,여,1964년 01월 13일 (만 61 세),경기,2025-01-06 18:54,4
LG,w145065928840839,남,1979년 07월 14일 (만 46 세),경기,2025-01-07 6:07,4
LG,w186860636701256,여,2003년 06월 25일 (만 22 세),부산,2025-01-06 18:52,2
LG,w227062842918069,여,1975년 07월 30일 (만 50 세),충남,2025-01-08 12:44,"4, 2"
LG,w23062316502432,남,1983년 08월 22일 (만 42 세),부산,2025-01-06 22:13,1
LG,w166523720953194,남,1974년 03월 26일 (만 51 세),경기,2025-01-06 15:08,3
LG,w46628580646541,여,1981년 01월 16일 (만 44 세),인천,2025-01-07 6:58,4
LG,w186983951336061,여,2000년 02월 08일 (만 25 세),충북,2025-01-13 22:04,4
LG,w114319281414087,여,1964년 05월 20일 (만 61 세),서울,2025-01-06 18:17,"8, 6"
LG,w226949414889166,여,1977년 08월 05일 (만 48 세),대구,2025-01-07 14:01,4
LG,w66168576422030,남,1957년 08월 15일 (만 68 세),경기,2025-01-10 20:52,10
LG,w11685446219416,여,1949년 월 일 (만 76 세),경기,2025-01-07 0:20,10
LG,w63013038794658,여,1979년 04월 05일 (만 46 세),경기,2025-01-06 10:34,1
LG,w8452181522838,남,1993년 월 일 (만 32 세),경기,2025-01-06 16:45,8
LG,w13440595111159,여,1982년 월 일 (만 43 세),제주,2025-01-06 13:40,4
LG,w18042524296657,여,1971년 08월 27일 (만 54 세),경남,2025-01-07 13:55,1
LG,w174096683263969,남,1976년 09월 29일 (만 49 세),울산,2025-01-08 0:23,10
LG,w7375038827207,남,1969년 07월 27일 (만 56 세),경기,2025-01-06 23:57,10
LG,w67337727530688,남,1964년 12월 20일 (만 61 세),서울,2025-01-10 23:05,10
LG,w161961849118371,여,1969년 07월 08일 (만 56 세),경기,2025-01-06 12:40,4
LG,w65693285289192,남,1967년 02월 23일 (만 58 세),서울,2025-01-07 9:01,4
LG,w64420022693369,남,1958년 08월 22일 (만 67 세),서울,2025-01-07 23:09,"8, 4"
LG,w208577616036832,여,1983년 03월 02일 (만 42 세),경기,2025-01-06 22:15,10
LG,w15903884830833,남,1967년 07월 23일 (만 58 세),서울,2025-01-07 8:35,4
LG,w10342012771517,여,1993년 월 일 (만 32 세),대구,2025-01-06 21:03,10
LG,w158754195447502,남,1972년 05월 31일 (만 53 세),서울,2025-01-06 23:29,"5, 4"
LG,w158276580078574,남,1960년 03월 04일 (만 65 세),서울,2025-01-07 7:52,4
LG,w280809128281285,여,2000년 09월 08일 (만 25 세),경기,2025-01-09 2:02,"8, 4, 2, 5, 1"
LG,w7947777466892,남,1980년 09월 08일 (만 45 세),부산,2025-01-07 5:08,2
LG,w9382092080736,남,1983년 06월 19일 (만 42 세),부산,2025-01-08 5:10,"4, 2"
LG,w10966097831786,남,1970년 월 일 (만 55 세),서울,2025-01-12 15:53,2
LG,w11837931658677,여,1986년 01월 16일 (만 39 세),울산,2025-01-06 22:19,10
LG,w12264773840915,남,1991년 04월 03일 (만 34 세),대구,2025-01-06 10:07,10
LG,w11307461457932,남,1980년 03월 23일 (만 45 세),경기,2025-01-06 23:34,10
KT,w19386518582704,남,1953년 09월 20일 (만 72 세),서울,2025-01-06 9:49,"4, 2"
LG,w335895548426466,여,1986년 08월 02일 (만 39 세),서울,2025-01-06 10:42,2
LG,w15179895774044,남,1981년 09월 09일 (만 44 세),인천,2025-01-06 23:12,4
LG,w16215458987511,남,1971년 06월 02일 (만 54 세),경기,2025-01-06 21:38,4
LG,w14390764376511,남,1964년 02월 20일 (만 61 세),경남,2025-01-06 12:47,2
LG,w15076155565094,여,1974년 03월 21일 (만 51 세),경기,2025-01-06 19:41,10
LG,w16589423941289,남,1983년 07월 07일 (만 42 세),인천,2025-01-06 16:30,7
LG,w17606847090301,여,1988년 06월 19일 (만 37 세),전북,2025-01-12 1:27,10
LG,w17726518929329,남,1961년 08월 31일 (만 64 세),서울,2025-01-07 22:23,"4, 2"
LG,w16330914427502,여,1972년 09월 26일 (만 53 세),대구,2025-01-07 5:25,4
LG,w16350037348354,남,1972년 08월 20일 (만 53 세),서울,2025-01-08 16:01,"8, 5, 4"
LG,w17429262691197,남,1981년 09월 26일 (만 44 세),대전,2025-01-07 10:23,4
LG,w18788964465661,여,1994년 05월 24일 (만 31 세),서울,2025-01-07 9:30,4
LG,w20444669575232,남,1960년 08월 07일 (만 65 세),경남,2025-01-10 7:24,"5, 4, 2"
LG,w20237047299223,남,1976년 02월 13일 (만 49 세),경북,2025-01-07 4:23,9
LG,w22229229789285,여,1975년 04월 22일 (만 50 세),경기,2025-01-12 10:09,10
LG,w23267190498116,남,1960년 07월 24일 (만 65 세),서울,2025-01-07 5:44,9
LG,w23903522703821,남,1979년 11월 29일 (만 46 세),인천,2025-01-06 21:36,2
LG,w24056527989655,여,1986년 08월 08일 (만 39 세),전북,2025-01-08 10:31,4
LG,w25295092785473,남,1971년 08월 06일 (만 54 세),경기,2025-01-06 10:30,4
LG,w26186087278720,여,1967년 03월 01일 (만 58 세),서울,2025-01-06 21:43,8
LG,w32956174365244,여,1992년 02월 20일 (만 33 세),서울,2025-01-06 20:23,4
LG,w29438731031259,남,1986년 10월 25일 (만 39 세),충북,2025-01-06 22:25,2
LG,w226925093197713,남,1974년 10월 15일 (만 51 세),광주,2025-01-11 9:31,3
LG,w31091683691707,남,1958년 01월 02일 (만 67 세),경기,2025-01-06 13:24,4
LG,w31099936259734,남,1971년 01월 07일 (만 54 세),경기,2025-01-07 19:18,6
KT,w105492819451570,여,1975년 08월 05일 (만 50 세),서울,2025-01-06 21:41,2
LG,w31709944170713,남,1977년 12월 25일 (만 48 세),세종,2025-01-09 19:24,"5, 8"
LG,w34365382496481,남,1993년 08월 09일 (만 32 세),서울,2025-01-06 13:18,1
LG,w33634085085452,여,2004년 03월 11일 (만 21 세),경기,2025-01-06 12:12,2
LG,w34938690354117,여,1961년 05월 15일 (만 64 세),인천,2025-01-09 17:25,"2, 4"
LG,w36471526388759,여,1969년 11월 22일 (만 56 세),경기,2025-01-06 12:36,4
LG,w37630895189195,남,1968년 01월 24일 (만 57 세),서울,2025-01-07 0:35,"7, 4"
LG,w37079174959784,남,1975년 01월 12일 (만 50 세),서울,2025-01-07 4:30,"8, 1, 5, 4"
LG,w38978251148643,남,1970년 01월 11일 (만 55 세),경북,2025-01-06 15:58,"4, 5"
LG,w39427418011136,남,1970년 10월 13일 (만 55 세),경기,2025-01-06 10:01,1
LG,w39074039557348,여,1982년 10월 15일 (만 43 세),부산,2025-01-10 8:52,10
LG,w47560684595508,남,1982년 10월 08일 (만 43 세),서울,2025-01-06 19:08,"5, 6"
LG,w45574159397627,남,1964년 11월 05일 (만 61 세),서울,2025-01-06 14:52,"4, 8"
LG,w45587225160668,여,1978년 01월 03일 (만 47 세),강원,2025-01-06 20:25,2
LG,w48542143300551,남,1980년 09월 07일 (만 45 세),인천,2025-01-07 8:32,10
LG,w48954529580737,여,1985년 02월 11일 (만 40 세),경기,2025-01-06 16:21,10
LG,w49556522642292,여,1995년 06월 15일 (만 30 세),광주,2025-01-09 17:32,10
LG,w50637366903094,여,1970년 08월 23일 (만 55 세),서울,2025-01-06 14:09,4
LG,w52939250691375,남,1969년 05월 29일 (만 56 세),서울,2025-01-12 16:11,4
LG,w51702621347949,여,1974년 09월 06일 (만 51 세),경기,2025-01-07 9:07,4
LG,w49707187859286,남,1973년 06월 26일 (만 52 세),서울,2025-01-06 15:23,4
LG,w51125045855293,여,2000년 02월 26일 (만 25 세),강원,2025-01-07 0:10,10
KT,w94001234237050,남,1982년 월 일 (만 43 세),서울,2025-01-09 10:48,"5, 4"
KT,w51825271043752,여,1964년 02월 13일 (만 61 세),경기,2025-01-12 7:43,10
KT,,,(만 2025 세),,2025-01-07 15:27,10
KT,w19454234373747,여,1963년 05월 13일 (만 62 세),경기,2025-01-06 10:10,10
LG,w55133426439763,여,1955년 07월 09일 (만 70 세),서울,2025-01-13 6:13,10
LG,w55174942193429,남,1997년 01월 24일 (만 28 세),경북,2025-01-07 12:30,4
LG,w57897343723659,남,1990년 03월 23일 (만 35 세),서울,2025-01-06 17:36,2
LG,w57298521722361,남,2003년 05월 21일 (만 22 세),경기,2025-01-06 23:22,6
LG,w60965279582550,여,1986년 05월 14일 (만 39 세),경기,2025-01-06 10:08,9
LG,w61880992294923,남,1955년 08월 10일 (만 70 세),경기,2025-01-07 6:10,4
LG,w61946752768122,남,1964년 05월 11일 (만 61 세),부산,2025-01-06 14:09,5
LG,w63349848860654,남,1973년 12월 05일 (만 52 세),충남,2025-01-06 15:57,6
LG,w99884244479902,여,1969년 12월 02일 (만 56 세),서울,2025-01-06 22:40,6
LG,w65426885851088,여,1984년 08월 25일 (만 41 세),충남,2025-01-08 22:54,4
LG,w67124373316850,여,1991년 07월 14일 (만 34 세),서울,2025-01-06 22:39,10
LG,w206001463561385,여,1988년 12월 07일 (만 37 세),서울,2025-01-06 13:51,1
LG,w67812456019911,여,1969년 04월 07일 (만 56 세),서울,2025-01-06 18:50,4
LG,w118196975293755,여,1946년 02월 22일 (만 79 세),인천,2025-01-07 4:29,8
LG,w300191685230164,여,1960년 05월 29일 (만 65 세),충남,2025-01-09 20:48,4
LG,w77483482312366,남,1973년 08월 18일 (만 52 세),경기,2025-01-07 15:18,9
LG,w77594183341015,여,1962년 12월 20일 (만 63 세),강원,2025-01-09 14:15,4
LG,w80992512597723,남,1969년 12월 04일 (만 56 세),서울,2025-01-06 15:21,2
LG,w80527739634297,여,1991년 09월 21일 (만 34 세),경기,2025-01-06 18:51,"3, 4"
LG,w83136824895135,여,1973년 10월 12일 (만 52 세),경기,2025-01-09 23:51,4
LG,w86215438322168,남,1963년 06월 23일 (만 62 세),인천,2025-01-06 14:12,6
LG,w86919045590042,여,1974년 09월 11일 (만 51 세),충북,2025-01-11 9:15,9
LG,w86163074493958,남,1972년 10월 27일 (만 53 세),경기,2025-01-07 5:30,10
LG,w86390068491069,남,1981년 07월 29일 (만 44 세),경북,2025-01-08 0:16,10
LG,w87671636871159,여,1982년 05월 20일 (만 43 세),대구,2025-01-06 21:27,2
LG,w87972348360854,남,2001년 11월 10일 (만 24 세),서울,2025-01-07 4:02,4
LG,w88567949610380,남,1971년 04월 16일 (만 54 세),경기,2025-01-07 22:30,4
LG,w89959114897765,남,1968년 01월 25일 (만 57 세),인천,2025-01-07 8:03,4
LG,w118803971320988,남,1970년 01월 05일 (만 55 세),서울,2025-01-07 2:27,5
LG,w99893126339358,남,1976년 11월 14일 (만 49 세),경북,2025-01-06 12:50,4
LG,w93961374272639,여,1981년 03월 24일 (만 44 세),서울,2025-01-06 11:12,4
LG,w95174580348226,여,1985년 07월 31일 (만 40 세),서울,2025-01-06 19:14,10
LG,w97688011147010,남,1960년 01월 12일 (만 65 세),경기,2025-01-07 0:31,4
LG,w388608242313848,여,1972년 12월 14일 (만 53 세),서울,2025-01-06 22:43,3
LG,w100640251231508,남,1979년 12월 12일 (만 46 세),대구,2025-01-07 17:08,6
LG,w101319423463008,남,1980년 01월 25일 (만 45 세),경기,2025-01-06 14:33,6
LG,w178738740466931,남,1983년 11월 25일 (만 42 세),서울,2025-01-06 10:37,10
LG,w127557924063469,남,1979년 08월 15일 (만 46 세),강원,2025-01-06 12:11,3
LG,w106298929738569,여,1971년 02월 28일 (만 54 세),서울,2025-01-06 11:22,4
LG,w144461529785622,여,1959년 09월 02일 (만 66 세),서울,2025-01-06 22:15,"4, 8"
LG,w107267842390778,여,1962년 03월 16일 (만 63 세),세종,2025-01-07 5:38,4
LG,w110085012255285,남,1984년 10월 18일 (만 41 세),경기,2025-01-06 10:00,"3, 2, 9"
LG,w109904345383181,남,1970년 03월 10일 (만 55 세),경기,2025-01-06 11:04,10
LG,w112713213872397,남,1981년 03월 30일 (만 44 세),서울,2025-01-06 15:52,4
LG,w113047444635036,여,1990년 08월 08일 (만 35 세),인천,2025-01-06 22:23,10
LG,w112196979111039,남,1971년 05월 26일 (만 54 세),광주,2025-01-06 15:35,9
LG,w136035568915763,여,1988년 11월 01일 (만 37 세),경기,2025-01-08 21:31,6
LG,w115726436771222,여,1981년 09월 01일 (만 44 세),경기,2025-01-06 18:03,3
LG,w107532096609888,여,1995년 11월 16일 (만 30 세),인천,2025-01-06 21:39,10
LG,w117109722307668,남,1980년 06월 07일 (만 45 세),대전,2025-01-09 22:39,10
LG,w120877773659536,남,1985년 06월 26일 (만 40 세),인천,2025-01-06 16:45,4
LG,w121380186334085,남,1980년 05월 01일 (만 45 세),대구,2025-01-07 0:13,4
LG,w123515082484007,남,1966년 07월 15일 (만 59 세),충북,2025-01-07 5:26,9
LG,w123829050374631,남,1976년 07월 28일 (만 49 세),경기,2025-01-07 15:30,10
LG,w169479135599949,여,1968년 01월 18일 (만 57 세),인천,2025-01-10 10:32,4
LG,w183999517116607,남,1969년 06월 10일 (만 56 세),서울,2025-01-06 11:31,"4, 2"
LG,w125595948528338,남,1967년 04월 01일 (만 58 세),서울,2025-01-06 21:13,"4, 5"
LG,w258475129731228,여,1947년 09월 27일 (만 78 세),서울,2025-01-06 10:11,10
LG,w127393133402766,남,1974년 04월 13일 (만 51 세),서울,2025-01-07 6:58,2
LG,w246162450740650,여,1995년 03월 10일 (만 30 세),광주,2025-01-12 21:21,10
LG,w131283967855710,여,2002년 06월 16일 (만 23 세),서울,2025-01-13 13:17,10
LG,w131478238071489,여,1991년 11월 24일 (만 34 세),경북,2025-01-06 10:10,"4, 5"
LG,w129897389609746,남,1963년 01월 14일 (만 62 세),대구,2025-01-07 6:18,8
KT,,,(만 2025 세),,2025-01-06 23:56,"4, 2"
LG,w143484549087265,남,1977년 07월 24일 (만 48 세),서울,2025-01-06 10:41,10
LG,w131840520526036,여,1961년 03월 20일 (만 64 세),경북,2025-01-07 8:45,"5, 4"
LG,w134847461142277,여,1970년 06월 03일 (만 55 세),강원,2025-01-07 13:21,"4, 1"
LG,w135328137957153,남,1985년 08월 14일 (만 40 세),서울,2025-01-06 15:02,5
LG,w132846930302585,여,1967년 11월 17일 (만 58 세),경기,2025-01-08 7:58,4
LG,w134383487738472,남,1971년 01월 15일 (만 54 세),경기,2025-01-06 13:23,"4, 8"
LG,w135107266836988,남,1984년 10월 05일 (만 41 세),서울,2025-01-07 0:08,4
LG,w136343034897397,남,1973년 08월 15일 (만 52 세),경기,2025-01-07 1:26,8
LG,w136587632309389,남,1983년 02월 09일 (만 42 세),경기,2025-01-07 10:32,4
LG,w137675344909155,남,1965년 09월 01일 (만 60 세),서울,2025-01-06 17:19,4
LG,w137826264821601,남,1967년 09월 25일 (만 58 세),경기,2025-01-07 4:13,10
LG,w139728547378785,여,1968년 12월 07일 (만 57 세),경남,2025-01-06 11:34,10
LG,w148511044503671,남,1971년 09월 30일 (만 54 세),인천,2025-01-06 12:55,8
LG,w142806757225434,남,1958년 10월 26일 (만 67 세),서울,2025-01-12 17:24,3
LG,w245025257875016,여,1990년 06월 04일 (만 35 세),서울,2025-01-07 7:22,2
LG,w141919558197989,남,1975년 04월 23일 (만 50 세),경남,2025-01-06 18:51,10
LG,w69056666647952,남,1960년 04월 23일 (만 65 세),충북,2025-01-07 6:24,4
LG,w143364088803621,남,1962년 01월 05일 (만 63 세),서울,2025-01-06 10:12,4
LG,w154729225784210,남,1992년 10월 02일 (만 33 세),경기,2025-01-06 18:52,3
LG,w144390089412818,남,1959년 04월 05일 (만 66 세),전북,2025-01-08 1:49,"1, 4"
LG,w145893849264151,남,1976년 03월 22일 (만 49 세),경기,2025-01-07 1:27,10
LG,w144966713451112,여,1981년 04월 30일 (만 44 세),경남,2025-01-06 18:50,10
LG,w148812688520463,여,1971년 11월 01일 (만 54 세),강원,2025-01-07 2:16,"8, 4"
LG,w147697954620866,여,1964년 01월 07일 (만 61 세),서울,2025-01-06 18:35,"2, 4"
LG,w148324631830152,여,1966년 10월 25일 (만 59 세),경기,2025-01-07 5:40,3
LG,w148775330989713,남,1971년 07월 12일 (만 54 세),강원,2025-01-06 11:18,"4, 8"
LG,w149484615064819,남,1950년 06월 23일 (만 75 세),서울,2025-01-08 8:44,4
LG,w150566489121896,남,1970년 05월 08일 (만 55 세),강원,2025-01-11 3:45,9
LG,w151675344150584,남,1960년 08월 16일 (만 65 세),대전,2025-01-07 6:48,4
LG,w151990453371006,남,1970년 09월 20일 (만 55 세),전북,2025-01-07 7:52,2
LG,w152614556235635,여,1981년 10월 09일 (만 44 세),경기,2025-01-08 10:32,"5, 2, 4"
LG,w347539649627140,남,1960년 12월 28일 (만 65 세),충북,2025-01-07 7:42,4
LG,w154925177928186,남,1985년 07월 27일 (만 40 세),서울,2025-01-09 17:13,10
LG,w154151795087442,여,1973년 08월 26일 (만 52 세),경기,2025-01-06 11:20,"2, 4"
LG,w217421290437827,여,1959년 10월 25일 (만 66 세),대구,2025-01-07 0:09,4
LG,w157101949716434,남,1979년 02월 27일 (만 46 세),경기,2025-01-06 19:03,"5, 8"
LG,w157765747952657,여,1954년 10월 08일 (만 71 세),서울,2025-01-06 19:53,2
LG,w158143736607691,남,1984년 04월 17일 (만 41 세),인천,2025-01-06 13:24,4
LG,w158562229203537,여,2003년 06월 26일 (만 22 세),서울,2025-01-07 10:55,2
LG,w158766364287169,남,1972년 07월 05일 (만 53 세),서울,2025-01-07 8:54,5
LG,w164851938351851,남,1964년 05월 13일 (만 61 세),경기,2025-01-07 0:08,"4, 2, 5"
LG,w163454594193251,여,1975년 05월 03일 (만 50 세),부산,2025-01-06 15:42,4
LG,w164525034011249,남,1986년 07월 20일 (만 39 세),경기,2025-01-12 23:48,4
LG,w116491391771450,남,1978년 04월 28일 (만 47 세),경남,2025-01-06 22:46,4
LG,w165883180409613,남,1979년 05월 21일 (만 46 세),서울,2025-01-07 19:20,1
LG,w165359830410287,남,1982년 06월 29일 (만 43 세),제주,2025-01-07 0:54,4
LG,w166371647873774,여,1960년 10월 24일 (만 65 세),인천,2025-01-12 23:26,9
LG,w166381722168079,여,1977년 04월 29일 (만 48 세),경기,2025-01-07 7:26,4
LG,w168355094894809,여,1967년 07월 25일 (만 58 세),대구,2025-01-07 8:07,10
LG,w257659441916561,여,1976년 03월 04일 (만 49 세),서울,2025-01-06 14:19,5
LG,w172008397837791,여,1990년 07월 01일 (만 35 세),경기,2025-01-06 12:39,"2, 1"
LG,w172376723815044,남,1968년 12월 25일 (만 57 세),경남,2025-01-06 18:43,2
LG,w172555258824252,여,1972년 03월 03일 (만 53 세),서울,2025-01-06 10:25,4
LG,w172591416664811,남,1970년 01월 15일 (만 55 세),전북,2025-01-07 10:26,5
LG,w326540293624182,남,1973년 05월 01일 (만 52 세),부산,2025-01-06 10:57,"4, 2, 5"
LG,w174395935693145,남,1968년 02월 07일 (만 57 세),인천,2025-01-07 19:43,10
LG,w173418523530966,여,1969년 04월 09일 (만 56 세),부산,2025-01-06 22:38,2
LG,w173940237018232,남,1954년 07월 05일 (만 71 세),인천,2025-01-07 4:43,"5, 8, 4"
LG,w174071190320779,남,1965년 05월 11일 (만 60 세),인천,2025-01-07 9:03,10
LG,w174851867507973,남,1971년 09월 01일 (만 54 세),경남,2025-01-06 13:34,9
LG,w175613690017331,남,1986년 07월 17일 (만 39 세),경기,2025-01-07 0:39,1
LG,w176412755043820,남,1958년 01월 19일 (만 67 세),경남,2025-01-07 8:29,5
LG,w175571557470442,남,1965년 10월 18일 (만 60 세),충북,2025-01-07 9:02,4
LG,w182609647097730,여,1975년 10월 18일 (만 50 세),서울,2025-01-06 12:51,4
LG,w182934593228209,남,1965년 01월 19일 (만 60 세),경기,2025-01-07 5:48,4
LG,w181882916047338,여,1966년 11월 17일 (만 59 세),경남,2025-01-06 14:22,"4, 2"
LG,w184276736418517,여,1977년 09월 10일 (만 48 세),대전,2025-01-11 10:38,4
LG,w199823899798200,남,1970년 04월 24일 (만 55 세),경남,2025-01-09 23:44,6
LG,w220802822111659,여,1967년 06월 17일 (만 58 세),경기,2025-01-06 13:15,4
LG,w9736185172932,남,1972년 01월 07일 (만 53 세),서울,2025-01-06 23:46,"8, 4"
LG,w209190455791806,남,1983년 08월 25일 (만 42 세),대전,2025-01-06 21:32,4
LG,w189343953381950,여,1982년 02월 18일 (만 43 세),경기,2025-01-07 7:56,10
LG,w204659252143859,남,1977년 04월 14일 (만 48 세),경기,2025-01-06 21:37,1
LG,w192674346196724,남,1968년 06월 01일 (만 57 세),경기,2025-01-06 17:27,"4, 5"
KT,w390425390101440,남,1983년 05월 08일 (만 42 세),,2025-01-07 8:51,10
LG,w260848696373920,남,1979년 03월 20일 (만 46 세),인천,2025-01-06 12:16,4
LG,w199582156084306,여,1981년 04월 29일 (만 44 세),경기,2025-01-07 17:20,10
LG,w124261569817247,남,1952년 02월 14일 (만 73 세),인천,2025-01-07 3:30,"4, 8"
LG,w201404783732820,여,1965년 01월 18일 (만 60 세),경기,2025-01-07 3:34,4
LG,w202511912760134,남,1978년 11월 12일 (만 47 세),서울,2025-01-06 15:27,4
LG,w154675320041263,여,1993년 12월 14일 (만 32 세),경북,2025-01-10 1:20,2
LG,w203845733679434,남,1969년 02월 18일 (만 56 세),충남,2025-01-08 20:39,10
LG,w206383067314802,여,1990년 05월 13일 (만 35 세),광주,2025-01-06 21:32,10
LG,w204302267477154,여,1995년 03월 09일 (만 30 세),전북,2025-01-08 8:11,"4, 2"
LG,w204387381264364,여,1984년 12월 05일 (만 41 세),울산,2025-01-07 13:53,4
LG,w206798774132352,남,1967년 06월 24일 (만 58 세),경기,2025-01-06 21:47,10
LG,w168242752873735,남,1950년 04월 08일 (만 75 세),충남,2025-01-07 3:49,4
LG,w208558498536523,남,1984년 11월 03일 (만 41 세),전북,2025-01-07 0:44,1
LG,w209051360367168,남,1961년 03월 03일 (만 64 세),서울,2025-01-08 0:43,7
LG,w210147562583089,남,1979년 02월 01일 (만 46 세),대구,2025-01-07 8:13,6
LG,w213927737493073,남,1972년 12월 24일 (만 53 세),서울,2025-01-07 1:17,10
LG,w212283176703243,여,1981년 03월 07일 (만 44 세),서울,2025-01-06 22:19,"2, 4"
LG,w213917686552792,여,1996년 04월 23일 (만 29 세),서울,2025-01-06 21:27,2
LG,w341678859753992,여,1970년 07월 06일 (만 55 세),강원,2025-01-13 23:06,2
LG,w217296124185714,남,1966년 07월 20일 (만 59 세),경기,2025-01-10 3:48,4
LG,w218060260863961,남,2006년 06월 04일 (만 19 세),광주,2025-01-06 10:03,1
LG,w218877432856171,여,1960년 11월 25일 (만 65 세),경기,2025-01-06 12:04,4
